id,name,symbol,slug,is_active,rank,status,platform,token_address
1,Bitcoin,BTC,bitcoin,1,1,active,,
2,Litecoin,LTC,litecoin,1,8,active,,
3,Namecoin,NMC,namecoin,1,609,active,,
4,Terracoin,TRC,terracoin,1,1050,active,,
5,Peercoin,PPC,peercoin,1,558,active,,
6,Novacoin,NVC,novacoin,1,1044,active,,
7,Devcoin,DVC,devcoin,0,null,inactive,,
8,Feathercoin,FTC,feathercoin,1,812,active,,
9,Mincoin,MNC,mincoin,0,null,untracked,,
10,Freicoin,FRC,freicoin,1,1442,active,,
11,CHNCoin,CNC,chncoin,0,null,inactive,,
12,BBQCoin,BQC,bbqcoin,0,null,inactive,,
13,Ixcoin,IXC,ixcoin,1,925,active,,
14,BitBar,BTB,bitbar,1,1577,active,,
15,Bytecoin,BTE,bytecoin-bte,0,null,inactive,,
16,WorldCoin,WDC,worldcoin,0,null,untracked,,
17,Yacoin,YAC,yacoin,0,null,inactive,,
18,Digitalcoin,DGC,digitalcoin,1,1712,active,,
19,Franko,FRK,franko,0,null,inactive,,
20,Elacoin,ELC,elacoin,0,null,inactive,,
21,Memecoin,MEM,memecoin,0,null,inactive,,
22,Luckycoin,LKY,luckycoin,0,null,inactive,,
23,Nibble [old],NBL,nibble-old,0,null,inactive,,
24,AmericanCoin,AMC,americancoin,0,null,inactive,,
25,Goldcoin,GLC,goldcoin,1,1440,active,,
26,Junkcoin,JKC,junkcoin,0,null,inactive,,
27,Hypercoin,HYC,hypercoin,0,null,inactive,,
28,Doubloons,DBL,doubloons,0,null,inactive,,
29,Bottlecaps,CAP,bottlecaps,0,null,inactive,,
30,Noirbits,NRB,noirbits,0,null,inactive,,
31,Argentum,ARG,argentum,0,null,untracked,,
32,Fastcoin,FST,fastcoin,0,null,inactive,,
33,EZCoin,EZC,ezcoin,0,null,inactive,,
34,Bitgem,BTG,bitgem,0,null,inactive,,
35,Phoenixcoin,PXC,phoenixcoin,1,1155,active,,
36,AlphaCoin,ALF,alphacoin,0,null,inactive,,
37,Megacoin,MEC,megacoin,1,1534,active,,
38,Krugercoin,KGC,krugercoin,0,null,inactive,,
39,CraftCoin,CRC,craftcoin,0,null,inactive,,
40,StableCoin,SBC,stablecoin,0,null,inactive,,
41,Infinitecoin,IFC,infinitecoin,1,1187,active,,
42,Primecoin,XPM,primecoin,1,989,active,,
43,Anoncoin,ANC,anoncoin,1,1753,active,,
44,NanoToken,NAN,nanotoken,0,null,inactive,,
45,CasinoCoin,CSC,casinocoin,1,304,active,,
46,XenCoin,XNC,xencoin,0,null,inactive,,
47,Spots,SPT,spots,0,null,inactive,,
48,Lebowskis,LBW,lebowskis,0,null,inactive,,
49,Bullion,CBX,bullion,0,null,inactive,,
50,Emerald Crypto,EMD,emerald,1,1435,active,,
51,GlobalCoin,GLC,globalcoin,0,null,inactive,,
52,XRP,XRP,xrp,1,3,active,,
53,Quark,QRK,quark,1,538,active,,
54,GameCoin,GME,gamecoin,0,null,inactive,,
55,GIL,GIL,gil,0,null,inactive,,
56,Zetacoin,ZET,zetacoin,1,1664,active,,
57,SecureCoin,SRC,securecoin,0,null,untracked,,
58,Sexcoin,SXC,sexcoin,1,2832,active,,
59,Tickets,TIX,tickets,0,null,inactive,,
60,Copperlark,CLR,copperlark,0,null,inactive,,
61,TagCoin,TAG,tagcoin,1,1715,active,,
62,BitShares PTS,PTS,bitshares-pts,0,null,inactive,,
63,I0Coin,I0C,i0coin,0,null,inactive,,
64,FLO,FLO,flo,1,662,active,,
65,Colossuscoin,COL,colossuscoin,0,null,inactive,,
66,Nxt,NXT,nxt,1,436,active,,
67,Unobtanium,UNO,unobtanium,1,406,active,,
68,Joulecoin,XJO,joulecoin,0,null,inactive,,
69,Datacoin,DTC,datacoin,1,2007,active,,
70,BetaCoin,BET,betacoin,0,null,untracked,,
71,GrandCoin,GDC,grandcoin,0,null,inactive,,
72,Deutsche eMark,DEM,deutsche-emark,1,1746,active,,
73,ElephantCoin,ELP,elephantcoin,0,null,inactive,,
74,Dogecoin,DOGE,dogecoin,1,36,active,,
75,NetCoin,NET,netcoin,0,null,inactive,,
76,Philosopher Stones,PHS,philosopher-stones,0,null,inactive,,
77,Diamond,DMD,diamond,1,978,active,,
78,HoboNickels,HBN,hobonickels,1,2926,active,,
79,Tigercoin,TGC,tigercoin,0,null,inactive,,
80,Orbitcoin,ORB,orbitcoin,1,1259,active,,
81,Memorycoin,MMC,memorycoin,0,null,inactive,,
82,LottoCoin,LOT,lottocoin,0,null,inactive,,
83,Omni,OMNI,omni,1,966,active,,
84,Catcoin,CAT,catcoin,0,null,inactive,,
85,EarthCoin,EAC,earthcoin,0,null,inactive,,
86,AsicCoin,ASC,asiccoin,0,null,inactive,,
87,FedoraCoin,TIPS,fedoracoin,1,1424,active,,
88,RonPaulCoin,RPC,ronpaulcoin,0,null,untracked,,
89,Mooncoin,MOON,mooncoin,1,760,active,,
90,Dimecoin,DIME,dimecoin,1,1107,active,,
91,Frozen,FZ,frozen,0,null,inactive,,
92,Xivra,XIV,xivra,0,null,inactive,,
93,42-coin,42,42-coin,1,969,active,,
94,QQCoin,QQC,qqcoin,0,null,inactive,,
95,YbCoin,YBC,ybcoin,0,null,inactive,,
96,Extremecoin,EXC,extremecoin,0,null,inactive,,
97,eToken,ETOK,etoken,0,null,inactive,,
98,Grain,GRA,grain,0,null,inactive,,
99,Vertcoin,VTC,vertcoin,1,383,active,,
100,Particle,PRT,particle,0,null,inactive,,
101,KlondikeCoin,KDC,klondikecoin,0,null,inactive,,
102,Kittehcoin,MEOW,kittehcoin,0,null,inactive,,
103,RedCoin,RED,redcoin,0,null,inactive,,
104,Astrocoin,ASR,astrocoin,0,null,inactive,,
105,VelocityCoin,VEL,velocitycoin,0,null,inactive,,
106,BattleCoin,BCX,battlecoin,0,null,inactive,,
107,LeafCoin,LEAF,leafcoin,0,null,inactive,,
108,StarCoin,STR,starcoin,0,null,inactive,,
109,DigiByte,DGB,digibyte,1,37,active,,
110,Coino,CON,coino,0,null,inactive,,
111,USDe,USDE,usde,0,null,inactive,,
112,Pxlcoin,PXL,pxlcoin,0,null,inactive,,
113,SmartCoin,SMC,smartcoin,1,1862,active,,
114,TeslaCoin,TES,teslacoin,0,null,inactive,,
115,Applecoin,APC,applecoin,0,null,inactive,,
116,Karmacoin,KARMA,karmacoin,0,null,inactive,,
117,NobleCoin,NOBL,noblecoin,0,null,inactive,,
118,ReddCoin,RDD,reddcoin,1,185,active,,
119,Teacoin,TEA,teacoin,0,null,inactive,,
120,Nyancoin,NYAN,nyancoin,0,null,inactive,,
121,UltraCoin,UTC,ultracoin,0,null,inactive,,
122,PotCoin,POT,potcoin,1,919,active,,
123,ZenithCoin,ZTC,zenithcoin,0,null,inactive,,
124,Electric,VOLT,electric,0,null,inactive,,
125,Blakecoin,BLC,blakecoin,1,2005,active,,
126,UniteCoin,UNI,unitecoin,0,null,inactive,,
127,RapidCoin,RPD,rapidcoin,0,null,inactive,,
128,Maxcoin,MAX,maxcoin,1,1525,active,,
129,QubitCoin,Q2C,qubitcoin,0,null,inactive,,
130,HunterCoin,HUC,huntercoin,0,null,inactive,,
131,Dash,DASH,dash,1,24,active,,
132,Counterparty,XCP,counterparty,1,813,active,,
133,Pandacoin (PANDA),PANDA,pandacoin-panda,0,null,inactive,,
134,CacheCoin,CACH,cachecoin,0,null,inactive,,
135,TopCoin,TOP,topcoin,0,null,untracked,,
136,Premine,PMC,premine,0,null,inactive,,
137,Pennies,CENT,pennies,0,null,inactive,,
138,iCoin,ICN,icoin,0,null,inactive,,
139,Gridcoin Classic,GRCX,gridcoin-classic,0,null,inactive,,
140,Pandacoin (PAND),PAND,pandacoin-pand,0,null,inactive,,
141,MintCoin,MINT,mintcoin,1,815,active,,
142,Aricoin,ARI,aricoin,1,1847,active,,
143,ProsperCoin,PRC,prospercoin,0,null,inactive,,
144,CorgiCoin,CORG,corgicoin,0,null,inactive,,
145,DopeCoin,DOPE,dopecoin,1,1346,active,,
146,Cryptographic Anomaly,CGA,cryptographic-anomaly,0,null,inactive,,
147,Penguincoin (old),PENG,penguincoin-old,0,null,inactive,,
148,Auroracoin,AUR,auroracoin,1,1176,active,,
149,Zedcoin,ZED,zedcoin,0,null,inactive,,
150,Animecoin,ANI,animecoin,0,null,inactive,,
151,Pesetacoin,PTC,pesetacoin,1,1571,active,,
152,FlappyCoin,FLAP,flappycoin,0,null,inactive,,
153,DuckDuckCoin,DUCK,duckduckcoin,0,null,inactive,,
154,Marscoin,MARS,marscoin,0,null,inactive,,
155,microCoin,MRC,microcoin,0,null,inactive,,
156,66 Coin,66,66-coin,0,null,inactive,,
157,CageCoin,CAGE,cagecoin,0,null,inactive,,
158,Billioncoin,BIL,billioncoin,0,null,inactive,,
159,Cashcoin,CASH,cashcoin,0,null,untracked,,
160,Riecoin,RIC,riecoin,0,null,inactive,,
161,Pandacoin,PND,pandacoin-pnd,1,1073,active,,
162,Magic Internet Money,MIM,magic-internet-money,0,null,inactive,,
163,ORObit,ORO,orobit,0,null,inactive,,
164,MAZA,MAZA,mazacoin,0,null,inactive,,
165,Benjamins,BEN,benjamins,0,null,inactive,,
166,TakCoin,TAK,takcoin,0,null,inactive,,
167,Frycoin,FRY,frycoin,0,null,inactive,,
168,Uniform Fiscal Object,UFO,uniform-fiscal-object,0,null,untracked,,
169,ContinuumCoin,CTM,continuumcoin,0,null,inactive,,
170,BlackCoin,BLK,blackcoin,1,811,active,,
171,BatCoin,BAT,batcoin,0,null,inactive,,
172,Grumpycoin,GRUMP,grumpycoin,0,null,inactive,,
173,FoxCoin,FOX,foxcoin,0,null,inactive,,
174,LiteBar,LTB,litebar,0,null,inactive,,
175,Photon,PHO,photon,1,1676,active,,
176,UnionCoin,UNC,unioncoin,0,null,inactive,,
177,Murraycoin,MRY,murraycoin,0,null,inactive,,
178,Thorcoin,THOR,thorcoin,0,null,inactive,,
179,SUNcoin,SUN,suncoin,0,null,inactive,,
180,Globe,GLB,globe,0,null,inactive,,
181,Zeitcoin,ZEIT,zeitcoin,1,1253,active,,
182,Myriad,XMY,myriad,1,831,active,,
183,RainbowCoin,LGBT,rainbowcoin,0,null,inactive,,
184,DNotes,NOTE,dnotes,1,2050,active,,
185,Execoin,EXE,execoin,0,null,inactive,,
186,LeproCoin,LPC,leprocoin,0,null,inactive,,
187,PiggyCoin,PIG,piggycoin-pig,0,null,inactive,,
188,FCKBanksCoin,FCK,fckbankscoin,0,null,untracked,,
189,Saturncoin,SAT,saturncoin,0,null,inactive,,
190,SynCoin,SYN,syncoin,0,null,inactive,,
191,Heavycoin,HVC,heavycoin,0,null,inactive,,
192,Coin2,NC2,coin2,0,null,inactive,,
193,EBTCoin,EBT,ebtcoin,0,null,inactive,,
194,OpenSourcecoin,OSC,opensourcecoin,0,null,inactive,,
195,Marinecoin,MTC,marinecoin,0,null,inactive,,
196,SpainCoin,SPA,spaincoin,0,null,inactive,,
197,NoodlyAppendageCoin,NDL,noodlyappendagecoin,0,null,inactive,,
198,Ekrona,KRN,ekrona,0,null,inactive,,
199,Skeincoin,SKC,skeincoin,0,null,inactive,1027,0xd88a43faCbA9990b536113EA3b2BBba93F75fa9a
200,FairQuark,FRQ,fairquark,0,null,inactive,,
201,Einsteinium,EMC2,einsteinium,1,452,active,,
202,Heisenberg,HEX,heisenberg,0,null,inactive,,
203,Aliencoin,ALN,aliencoin,0,null,inactive,,
204,Zeuscoin,ZEU,zeuscoin,0,null,inactive,,
205,Bitcoin Scrypt,BTCS,bitcoin-scrypt,0,null,untracked,,
206,Coin(O),CNO,coin,0,null,inactive,,
207,Credits,CR,cryptocredits,0,null,inactive,,
208,Emucoin,EMU,emucoin,0,null,inactive,,
209,EmotiCoin,EMO,emoticoin,0,null,inactive,,
210,GPUCoin,GPUC,gpucoin,0,null,inactive,,
211,StockCoin,STC,stockcoin,0,null,inactive,,
212,ECC,ECC,eccoin,1,808,active,,
213,MonaCoin,MONA,monacoin,1,88,active,,
214,AIRcoin,AIR,aircoin,0,null,inactive,,
215,Rubycoin,RBY,rubycoin,1,1006,active,,
216,Gaelcoin,GAC,gaelcoin,0,null,inactive,,
217,Bela,BELA,belacoin,1,1569,active,1027,0x2e98a6804e4b6c832ed0ca876a943abd3400b224
218,FlutterCoin,FLT,fluttercoin,0,null,inactive,,
219,STLcoin,STL,stlcoin,0,null,inactive,,
220,Aphroditecoin,APH,aphroditecoin,0,null,inactive,,
221,OctoCoin,888,octocoin,0,null,inactive,,
222,TenfiveCoin,05-Oct,tenfivecoin,0,null,inactive,,
223,Metiscoin,MTS,metiscoin,0,null,inactive,,
224,FairCoin,FAIR,faircoin,0,null,untracked,,
225,Ghostcoin,GHC,ghostcoin,0,null,inactive,,
226,SocialCoin,SOC,socialcoin,0,null,inactive,,
227,SiliconValleyCoin [old],XSV,siliconvalleycoin-old,0,null,inactive,,
228,GreeceCoin,GRCE,greececoin,0,null,inactive,,
229,MtGoxCoin,GOX,mtgoxcoin,0,null,inactive,,
230,Hirocoin,HIRO,hirocoin,0,null,inactive,,
231,Pawncoin,PAWN,pawncoin,0,null,inactive,,
232,GermanyCoin,GER,germanycoin,0,null,inactive,,
233,SolarCoin,SLR,solarcoin,1,1196,active,,
234,e-Gulden,EFL,e-gulden,1,967,active,,
235,Macrocoin,MCR,macrocoin,0,null,inactive,,
236,Neocoin,NEC,neocoin,0,null,inactive,,
237,Blitzcoin,BLTZ,blitzcoin,0,null,inactive,,
238,BonusCoin,BNS,bonuscoin,0,null,untracked,,
239,DeleteCoin,DEL,deletecoin,0,null,inactive,,
240,Bones,BONES,bones,0,null,inactive,,
241,RotoCoin,RT2,rotocoin,0,null,inactive,,
242,HongKetoCoin,HKC,hongketocoin,0,null,inactive,,
243,Bitleu,BTL,bitleu,0,null,inactive,,
244,EduCoin,EDU,educoin,0,null,inactive,,
245,H2OCoin,H2O,h2ocoin,0,null,inactive,,
246,Dougcoin,DOUG,dougcoin,0,null,inactive,,
247,KarpelesCoin,KAR,karpelescoin,0,null,inactive,,
248,ProCoin,PCN,procoin,0,null,inactive,,
249,CryptoEscudo,CESC,cryptoescudo,0,null,inactive,,
250,Fuguecoin,FC,fuguecoin,0,null,inactive,,
252,Isracoin,ISR,isracoin,0,null,inactive,,
253,365Coin,365,365coin,0,null,inactive,,
254,Gulden,NLG,gulden,1,680,active,,
255,SurgeCoin,SRG,surgecoin,0,null,inactive,,
256,Muniti,MUN,muniti,0,null,inactive,,
257,Polcoin,PLC,polcoin,0,null,inactive,,
258,Groestlcoin,GRS,groestlcoin,1,380,active,,
259,Lycancoin,LYC,lycancoin,0,null,inactive,,
260,PetroDollar,XPD,petrodollar,1,1138,active,,
261,Aiden,ADN,aiden,0,null,inactive,,
262,LOVEcoin,LOVE,lovecoin,0,null,inactive,,
263,PLNcoin,PLNC,plncoin,1,2098,active,,
264,CAIx,CAIx,caix,0,null,inactive,,
265,CommunityCoin,COMM,communitycoin,0,null,inactive,,
266,ColbertCoin,CC,colbertcoin,0,null,inactive,,
267,Nas,NAS,nas,0,null,inactive,,
268,WhiteCoin,XWC,whitecoin,1,262,active,,
269,AsiaCoin,AC,asiacoin,0,null,inactive,,
270,Hotcoin,HOT,hotcoin,0,null,inactive,,
271,CataloniaCoin,CATC,cataloniacoin,0,null,inactive,,
272,NoirShares,NRS,noirshares,0,null,inactive,,
273,KashmirCoin,KSC,kashmircoin,0,null,inactive,,
274,Cinni,CINNI,cinni,0,null,inactive,,
275,PopularCoin,POP,popularcoin,1,1699,active,,
276,Bitstar,BITS,bitstar,1,1635,active,,
277,StabilityShares,XSI,stabilityshares,0,null,inactive,,
278,Quebecoin,QBC,quebecoin,1,2052,active,,
279,CannaCoin,CCN,cannacoin,0,null,inactive,,
280,YellowCoin,YC,yellowcoin,0,null,inactive,,
281,CleanWaterCoin,WATER,cleanwatercoin,0,null,inactive,,
282,SpeedCoin,SPD,speedcoin,0,null,inactive,,
283,Global Denomination,GDN,global-denomination,0,null,inactive,,
284,Diem,DIEM,diem,0,null,inactive,,
285,Logicoin,LGC,logicoin,0,null,untracked,,
286,LegendaryCoin,LGD,legendarycoin,0,null,inactive,,
287,Slothcoin,SLOTH,slothcoin,0,null,inactive,,
288,Hawaiicoin,HIC,hawaiicoin,0,null,inactive,,
289,Limecoin,LC,limecoin,0,null,inactive,,
290,BlueCoin,BLU,bluecoin,1,1567,active,,
291,MaidSafeCoin,MAID,maidsafecoin,1,154,active,83,3
292,CornerstoneCoin,CCX,cornerstonecoin,0,null,inactive,,
293,Bitcoin Plus,XBC,bitcoin-plus,1,1218,active,,
294,ZimStake,ZS,zimstake,0,null,inactive,,
295,BTCtalkcoin,TALK,btctalkcoin,0,null,untracked,,
296,XXLcoin,XXL,xxlcoin,0,null,inactive,,
297,SambaCoin,SMB,sambacoin,0,null,inactive,,
298,NewYorkCoin,NYC,newyorkcoin,1,887,active,,
299,ShibeCoin,SHIBE,shibecoin,0,null,inactive,,
300,UniversityCoin,UVC,universitycoin,0,null,inactive,,
301,BadgerCoin,BDG,badgercoin,0,null,inactive,,
302,VirtualMiningCoin,VMC,virtualminingcoin,0,null,inactive,,
303,VegasCoin,VGC,vegascoin,0,null,inactive,,
304,Canada eCoin,CDN,canada-ecoin,0,null,inactive,,
305,ShareCoin,SHARE,sharecoin,0,null,inactive,,
306,Silkcoin,SILK,silkcoin,0,null,inactive,,
307,Stories,STY,stories,0,null,inactive,,
308,CRTCoin,CRT,crtcoin,0,null,inactive,,
309,SummerCoin,SUM,summercoin,0,null,inactive,,
310,ParallaxCoin,PLX,parallaxcoin,0,null,inactive,,
311,Omnicoin,OMC,omnicoin,0,null,inactive,,
312,Guncoin,GUN,guncoin,0,null,inactive,,
313,Pinkcoin,PINK,pinkcoin,1,1132,active,,
314,OrangeCoin,OC,orangecoin,0,null,inactive,,
315,Libertycoin,XLB,libertycoin,0,null,inactive,,
316,Dreamcoin,DRM,dreamcoin,1,1966,active,,
317,CoffeeCoin,CFC,coffeecoin,0,null,inactive,,
318,YinCoin,YIN,yincoin,0,null,inactive,,
319,YangCoin,YANG,yangcoin,0,null,inactive,,
320,InformationCoin,ITC,informationcoin,0,null,inactive,,
321,NautilusCoin,NAUT,nautiluscoin,0,null,inactive,66,1.81548E+19
322,Energycoin,ENRG,energycoin,1,1557,active,,
323,VeriCoin,VRC,vericoin,1,974,active,,
324,RightCoin,RTC,rightcoin,0,null,inactive,,
325,TEKcoin,TEK,tekcoin,0,null,inactive,,
326,Chancecoin,CHA,chancecoin,0,null,inactive,,
327,Monocle,MON,monocle,0,null,inactive,,
328,Monero,XMR,monero,1,16,active,,
329,Sync,SYNC,sync,0,null,inactive,,
330,Huskycoin,HC,huskycoin,0,null,inactive,,
331,Litecoin Plus,LCP,litecoin-plus,1,1645,active,,
332,JackpotCoin,JPC,jackpotcoin,0,null,inactive,,
333,Curecoin,CURE,curecoin,1,896,active,,
334,UnbreakableCoin,UNB,unbreakablecoin,0,null,inactive,,
335,XCurrency,XC,xcurrency,0,null,inactive,,
336,HighFiveCoin,H5C,highfivecoin,0,null,inactive,,
337,CryptCoin,CRYPT,cryptcoin,0,null,inactive,,
338,QuazarCoin,QCN,quazarcoin-old,0,null,inactive,,
339,MastCoin,MAST,mastiffcoin,0,null,inactive,,
340,AimCoin,AIM,aimcoin,0,null,inactive,,
341,SuperCoin,SUPER,supercoin,1,1771,active,,
342,Quarkbar,QB,quarkbar,0,null,inactive,,
343,Dirac,XDQ,dirac,0,null,inactive,,
344,Qora,QORA,qora,0,null,inactive,,
345,GlobalBoost,BST,globalboost,0,null,inactive,,
346,Scotcoin,SCOT,scotcoin,0,null,inactive,132,
347,SaveCoin,SPC,savecoin,0,null,inactive,,
348,Hobbitcoin,HBC,hobbitcoin,0,null,inactive,,
349,CryptoMETH,METH,cryptometh,0,null,inactive,,
350,BoostCoin,BOST,boostcoin,1,1952,active,,
351,Citizencoin,CTZ,citizencoin,0,null,inactive,,
352,Entropycoin,ENC,entropycoin,0,null,inactive,,
353,Hyper,HYPER,hyper,0,null,inactive,,
354,Distrocoin,DIS,distrocoin,0,null,inactive,,
355,Wincoin,WIN,wincoin,0,null,inactive,,
356,BitQuark,BTQ,bitquark,0,null,inactive,,
357,Maieuticoin,MMXIV,mmxiv,0,null,inactive,,
358,LiteCoinX,LTCX,litecoinx,0,null,inactive,,
359,ShopCoin,SHOP,shopcoin,0,null,inactive,,
360,Motocoin,MOTO,motocoin,1,1430,active,,
361,LeagueCoin,LOL,leaguecoin,0,null,inactive,,
362,CloakCoin,CLOAK,cloakcoin,1,1126,active,,
363,Digital Commerce,DCM,digital-commerce,0,null,inactive,,
364,BankNote,BN,banknote,0,null,inactive,,
365,Magicoin,MAGIC,magicoin,0,null,inactive,,
366,BitSend,BSD,bitsend,1,1597,active,,
367,Coin2.1,C2,coin2-1,1,1951,active,,
368,FAILCoin,FAIL,failcoin,0,null,inactive,,
369,Kryptkoin,KTK,kryptkoin,0,null,inactive,,
370,Fantomcoin,FCN,fantomcoin,0,null,inactive,,
371,LimecoinLite,LCL,limecoinlite,0,null,inactive,,
372,Bytecoin,BCN,bytecoin-bcn,1,163,active,,
373,GoodCoin,GOOD,goodcoin,0,null,inactive,,
374,ArtByte,ABY,artbyte,0,null,untracked,,
375,VootCoin,VOOT,vootcoin,0,null,inactive,,
376,MammothCoin,MAMM,mammothcoin,0,null,inactive,,
377,NavCoin,NAV,nav-coin,1,475,active,,
378,Neutrino,NTR,neutrino,0,null,inactive,,
379,MugatuCoin,MUGA,mugatucoin,0,null,inactive,,
380,Uro,URO,uro,0,null,inactive,,
381,FuelCoin,FC2,fuelcoin,0,null,inactive,,
382,Granite,GRN,granitecoin,0,null,inactive,,
383,BurnerCoin,BURN,burnercoin,0,null,inactive,,
384,Electron,ELT,electron,0,null,inactive,,
385,Donationcoin,DON,donationcoin,0,null,inactive,,
386,Piggycoin,PIGGY,piggycoin,0,null,inactive,,
387,HarmonyCoin,HMY,harmonycoin,0,null,inactive,,
388,SaffronCoin,SFR,saffroncoin,0,null,inactive,,
389,Startcoin,START,startcoin,1,1524,active,,
390,[Deprecated] Denarius,DRS,deprecated-denarius,0,null,inactive,,
391,Fractalcoin,FRAC,fractalcoin,0,null,inactive,,
392,MyCoin,MYC,mycoin,0,null,inactive,,
393,Glyph,GLYPH,glyph,0,null,inactive,,
394,Talkcoin,TAC,talkcoin,0,null,inactive,,
395,Razor,RZR,razor,0,null,inactive,,
396,Goalcoin,GOAL,goalcoin,0,null,inactive,,
397,Wavecoin,WVS,wavecoin,0,null,inactive,,
398,BlueChip,BCH,bluechip,0,null,inactive,,
399,Mineralscoin,MIN,minerals,0,null,inactive,,
400,Kore,KORE,korecoin,0,null,inactive,,
401,Guerillacoin,GUE,guerillacoin,0,null,inactive,,
402,Greencoin,GRE,greencoin,0,null,inactive,,
403,Veilcoin,VEIL,veilcoin,0,null,inactive,,
404,OPECCoin,OPC,opeccoin,0,null,inactive,,
405,DigitalNote,XDN,digitalnote,1,617,active,,
406,Boolberry,BBR,boolberry,1,1066,active,,
407,NEMstake,NEM,nemstake,0,null,inactive,66,1.24652E+19
409,OttomanCoin,OTC,ottomancoin,0,null,inactive,,
410,Mjollnircoin,MNR,mjollnircoin,0,null,inactive,,
411,SHACoin,SHA,shacoin,0,null,inactive,,
412,GoldReserve,XGR,goldreserve,0,null,inactive,,
413,Digit,DIG,digit,0,null,inactive,,
414,VeniVidiVici,VVV,venividivici,0,null,inactive,,
415,BlazeCoin,BLZ,blazecoin,0,null,inactive,,
416,HempCoin,THC,hempcoin,1,752,active,,
417,CoolCoin,COOL,coolcoin,0,null,inactive,,
418,Techcoin,TECH,techcoin,0,null,inactive,,
419,GameLeagueCoin,GML,gameleaguecoin,0,null,inactive,,
420,ROXcoin,ROX,roxcoin,0,null,inactive,,
421,Europacoin,EUROPA,europacoin,0,null,inactive,,
422,BitBlock,BBL,bitblock,0,null,inactive,,
423,MonetaVerde,MCN,monetaverde,0,null,untracked,,
424,Singularity,SING,singularity,0,null,inactive,,
425,NTX,NTX,ntx,0,null,inactive,,
426,BritCoin,BRIT,britcoin,0,null,untracked,,
427,XxXcoin,XXX,xxxcoin,0,null,inactive,,
428,UniverseCoin,UNVC,universecoin,0,null,inactive,,
429,SiameseCoin,SIS,siamesecoin,0,null,inactive,,
430,Saturn2Coin,SAT2,saturn2coin,0,null,inactive,,
431,Lightcoin,LIT,lightcoin,0,null,inactive,,
432,Conspiracycoin,CYC,conspiracycoin,0,null,inactive,,
433,MaiaCoin,MAIA,maiacoin,0,null,inactive,,
434,AeroMe,AM,aerocoin,0,null,inactive,,
435,RiotCoin,RIOT,riotcoin,0,null,inactive,,
436,ImperialCoin,IPC,imperialcoin,0,null,inactive,,
437,Judgecoin,JUDGE,judgecoin,0,null,inactive,,
438,PHCoin,PHC,phcoin,0,null,inactive,,
439,Ascentcoin,ASCE,ascentcoin,0,null,inactive,,
440,Latium old,LAT,latium-old,0,null,inactive,,
441,CaliforniaCoin,CAC,californiacoin,0,null,inactive,,
442,UltimateCoin,ULT,ultimatecoin,0,null,inactive,,
443,Forexcoin,FRX,forexcoin,0,null,inactive,,
444,FIMKrypto,FIMK,fimkrypto,0,null,inactive,,
445,X14Coin,X14,x14coin,0,null,inactive,,
446,NFDCoin,NFD,nfdcoin,0,null,inactive,,
447,Isiscoin,ISIS,isiscoin,0,null,inactive,,
448,Stealth,XST,stealth,1,771,active,,
449,IcebergCoin,ICB,icebergcoin,0,null,inactive,,
450,TrustPlus,TRUST,trustplus,0,null,untracked,,
451,TorCoin,TOR,torcoin,0,null,inactive,,
452,N5coin,N5X,n5coin,0,null,inactive,,
453,ShieldCoin,SHLD,shield,0,null,inactive,,
454,Aegis,AGS,aegis,0,null,inactive,,
455,FreshCoin,FRSH,freshcoin,0,null,inactive,,
456,CHCCoin,CHCC,chccoin,0,null,inactive,,
457,CSCoin,CSO,cscoin,0,null,inactive,,
458,Noahcoin,NOAH,noahcoin,0,null,inactive,,
459,MACDCoin,MACD,macdcoin,0,null,inactive,,
460,Clams,CLAM,clams,1,709,active,,
461,Quatloo,QTL,quatloo,0,null,inactive,,
462,BitLion,XBL,bitlion,0,null,inactive,,
463,BitShares,BTS,bitshares,1,108,active,,
464,Xanoncoin,XAN,xanoncoin,0,null,inactive,,
465,Shinycoin,SHC,shinycoin,0,null,inactive,,
466,Horizon,HZ,next-horizon,0,null,inactive,,
467,BitcoinDark,BTCD,bitcoindark,0,null,inactive,,
468,Truckcoin,TRK,truckcoin,0,null,inactive,,
469,Plankton,FOOD,plankton,0,null,inactive,,
470,Viacoin,VIA,viacoin,1,611,active,,
471,ARCoin,AR,arcoin,0,null,inactive,,
472,KeyCoin,KEY,keycoin,0,null,inactive,,
473,ApexCoin,APEX,apexcoin,0,null,inactive,,
474,MillionaireCoin,MIL,millionairecoin,0,null,inactive,,
475,ConcealCoin,CNL,concealcoin,0,null,inactive,,
476,Firecoin,FIRE,firecoin,0,null,inactive,,
477,Triangles,TRI,triangles,0,null,inactive,,
478,PseudoCash,PSEUD,pseudocoin,0,null,inactive,,
479,Pesa,PES,pesa,0,null,inactive,,
480,TacoCoin,TCO,tacocoin,0,null,inactive,,
481,jl777hodl,JLH,jl777hodl,0,null,inactive,66,6.93204E+18
482,Lion,LION,lion,0,null,inactive,,
483,EliteCoin,ELITE,elitecoin,0,null,inactive,,
484,GBCoin,GBC,gbcoin,0,null,inactive,,
485,LottoShares,LTS,lottoshares,0,null,inactive,,
486,Bitmoney [OLD],BMY,bitmoney-old,0,null,inactive,,
487,DarkCash,DRKC,darkcash,0,null,inactive,,
488,ESportsCoin,ESC,esportscoin,0,null,inactive,,
489,USBCoin,USB,usbcoin,0,null,inactive,,
