id,name,symbol,slug,is_active,rank,status,platform,token_address
1641,BIXC,BIXC,bixc,0,null,inactive,,
1642,Altcoin,ALT,altcoin-alt,0,null,inactive,83,149
1643,WavesGo,WGO,wavesgo,0,null,untracked,1274,4eT6R8R2XuTcBuTHiXVQsh2dN2mg3c2Qnp95EWBNHygg
1644,MACRON,MCRN,macron,0,null,inactive,,
1645,Dashs,DASHS,dashs,0,null,inactive,,
1646,Grumfork,GMF,grumfork,0,null,inactive,,
1647,Tattoocoin (Limited Edition),TLE,tattoocoin-limited,0,null,inactive,,
1648,GoldUnionCoin,GUC,goldunioncoin,0,null,inactive,1027,0xfd399192a8dc99aad26052be7db95ffacc17f11c
1649,MergeCoin,MGC,mergecoin,0,null,inactive,,
1650,ProCurrency,PROC,procurrency,0,null,untracked,,
1651,SpeedCash,SCS,speedcash,1,2072,active,,
1652,Tyrocoin,TYC,tyrocoin,0,null,inactive,,
1653,Malcoin,MALC,malcoin,0,null,inactive,,
1654,Bitcore,BTX,bitcore,1,677,active,,
1655,BTCGold,XBG,btcgold,0,null,inactive,,
1656,VGINA,VGINA,vgina,0,null,inactive,,
1657,Bitvolt,VOLT,bitvolt,1,2070,active,,
1658,Lunyr,LUN,lunyr,1,1226,active,1027,0xfa05A73FfE78ef8f1a739473e462c54bae6567D9
1659,Gnosis,GNO,gnosis-gno,1,151,active,1027,0x6810e776880c02933d47db1b9fc05908e5386b96
1660,Monolith,TKN,monolith,1,323,active,1027,0xaaaf91d9b90df800df4f55c205fd6989c977e73a
1661,Environ,ENV,environ,0,null,inactive,,
1662,Condensate,RAIN,condensate,0,null,untracked,,
1663,Topaz Coin,TOPAZ,topaz,0,null,inactive,,
1664,SnakeEyes,SNAKE,snakeeyes,0,null,inactive,573,
1665,Gold Pressed Latinum,GPL,gold-pressed-latinum,0,null,inactive,,
1666,PiCoin,PI,picoin,0,null,inactive,,
1667,Unity Ingot,UNY,unity-ingot,0,null,inactive,1027,0x1a986F1659e11E2AE7CC6543F307bAE5cDe1C761
1668,BCAP,BCAP,bcap,0,null,inactive,1027,0xff3519eeeea3e76f1f699ccce5e23ee0bdda41ac
1669,Humaniq,HMQ,humaniq,1,1095,active,1027,0xcbcc0f036ed4788f63fc0fee32873d6a7487b908
1670,FUNCoin,FUNC,funcoin,0,null,inactive,463,
1671,iTicoin,ITI,iticoin,1,1814,active,,
1672,9COIN,9COIN,9coin,0,null,inactive,,
1673,Minereum,MNE,minereum,1,1113,active,1027,0x1a95b271b0535d15fa49932daba31ba612b52946
1674,Cannation,CNNC,cannation,1,2085,active,,
1675,Goldpay Coin,GP,goldpay-coin,0,null,inactive,,
1676,CREA,CREA,crea,0,null,untracked,,
1677,Etheroll,DICE,etheroll,1,764,active,1027,0x2e071D2966Aa7D8dECB1005885bA1977D6038A65
1678,InsaneCoin,INSN,insanecoin-insn,1,1559,active,,
1679,Halloween Coin,HALLO,halloween-coin,0,null,untracked,,
1680,Aragon,ANT,aragon,1,63,active,1027,0x960b236a07cf122663c4303350609a66a7b288c0
1681,PRIZM,PZM,prizm,1,326,active,,
1682,Qibuck Asset,QBK,qibuck-asset,0,null,inactive,573,
1683,RouletteToken,RLT,roulettetoken,0,null,untracked,1027,0xcced5b8288086be8c38e23567e684c3740be4d48
1684,Qtum,QTUM,qtum,1,48,active,,
1685,EcoCoin,ECO,ecocoin,0,null,untracked,1027,0x081271acda8ef14047a35cd5f2a66544e51d431b
1686,EquiTrader,EQT,equitrader,0,null,untracked,,
1687,Digital Money Bits,DMB,digital-money-bits,1,1970,active,,
1688,APX,APX,apx,0,null,inactive,588,0xd245207cfbf6eb6f34970db2a807ab1d178fde6c
1689,Quartz,QRZ,quartz-qrz,0,null,inactive,,
1690,MCAP,MCAP,mcap,0,null,inactive,1027,0x93e682107d1e9defb0b5ee701c71707a4b2e46bc
1691,Project-X,NANOX,project-x,1,2102,active,,
1692,bitRUBLE,BITRUBLE,bitruble,0,null,inactive,463,
1693,Theresa May Coin,MAY,theresa-may-coin,1,1905,active,,
1694,Sumokoin,SUMO,sumokoin,1,998,active,,
1695,ZenGold,ZENGOLD,zengold,0,null,inactive,463,ZENGOLD
1696,OBITS.WARRANT,WARRANT,warrant,0,null,inactive,463,
1697,Basic Attention Token,BAT,basic-attention-token,1,39,active,1027,0x0d8775f648430679a709e98d2b0cb6250d2887ef
1698,Horizen,ZEN,horizen,1,101,active,,
1699,Ethbits,ETBS,ethbits,0,null,untracked,1027,0x1b9743f556d65e757c4c650b4555baf354cb8bd3
1700,Aeternity,AE,aeternity,1,145,active,,
1701,KibiCoin,KIC,kibicoin,0,null,inactive,,
1702,Version,V,version,1,1552,active,,
1703,Metaverse ETP,ETP,metaverse,1,427,active,,
1704,eBoost,EBST,eboostcoin,1,1583,active,1839,EBST-783
1705,OHM,OHM,ohm-wallet,0,null,inactive,,
1706,Aidos Kuneen,ADK,aidos-kuneen,1,405,active,,
1707,STEX,STEX,stex,0,null,inactive,66,4.1105E+18
1708,Patientory,PTOY,patientory,1,1180,active,1027,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06
1709,Quantum,QAU,quantum,0,null,inactive,1027,0x671abbe5ce652491985342e85428eb1b07bc6c64
1710,Veritaseum,VERI,veritaseum,1,540,active,1027,0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374
1711,Electra,ECA,electra,1,458,active,,
1712,Quantum Resistant Ledger,QRL,quantum-resistant-ledger,1,447,active,,
1713,CryptoForecast,CFT,cryptoforecast,0,null,inactive,83,
1714,EncryptoTel [WAVES],ETT,encryptotel,1,1358,active,1274,8ofu3VpEaVCFjRqLLqzTMNs5URKUUQMrPp3k6oFmiCc6
1715,MobileGo,MGO,mobilego,1,1086,active,1027,0x40395044Ac3c0C57051906dA938B54BD6557F212
1716,Ammo Reloaded,AMMO,ammo-reloaded,0,null,untracked,,
1717,Neuro,NRO,neuro,0,null,untracked,,
1718,Putin Classic,PUTIC,putin-classic,0,null,inactive,,
1719,Peerplays,PPY,peerplays-ppy,1,916,active,,
1720,IOTA,MIOTA,iota,1,21,active,,
1721,Mysterium,MYST,mysterium,1,754,active,1027,0xa645264c5603e96c3b0b078cdab68733794b0a71
1722,More Coin,MORE,more-coin,1,1727,active,1027,0x59061b6f26BB4A9cE5828A19d35CFD5A4B80F056
1723,SONM,SNM,sonm,1,720,active,1027,0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63
1724,Linx,LINX,linx,0,null,untracked,,
1725,Adelphoi,ADL,adelphoi,1,1483,active,1027,0x660e71483785f66133548B10f6926dC332b06e61
1726,ZrCoin,ZRC,zrcoin,1,660,active,1274,
1727,Bancor,BNT,bancor,1,74,active,1027,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c
1728,Cheapcoin,CHEAP,cheapcoin,0,null,inactive,,
1729,Cofound.it,CFI,cofound-it,0,null,inactive,1027,0x12fef5e57bf45873cd9b62e9dbd7bfb99e32d73e
1730,NetChain,NTN,netchain,0,null,inactive,,
1731,GlobalToken,GLT,globaltoken,1,1688,active,,
1732,Numeraire,NMR,numeraire,1,90,active,1027,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671
1733,Octanox,OTX,octanox,0,null,inactive,1274,DxE8xbjHT7rXyRd2DMz5TnNNNC91Kz1SZ9k4dpH6X4JP
1734,VOISE,VSM,voise,0,null,inactive,1027,0x82665764ea0b58157e1e5e9bab32f68c76ec0cdf
1735,iDice,ICE,idice,0,null,inactive,1027,0x5a84969bb663fb64F6d015DcF9F622Aedc796750
1736,Unify,UNIFY,unify,1,1648,active,,
1737,XEL,XEL,xel,1,1264,active,,
1738,Coupecoin,COUPE,coupecoin,0,null,inactive,,
1739,Miners' Reward Token,MRT,miners-reward-token,0,null,untracked,1274,
1740,MIYUCoin,MIU,miyucoin,0,null,inactive,,
1741,Bitok,BITOK,bitok,0,null,inactive,,
1742,Huncoin,HNC,huncoin,0,null,inactive,,
1743,KingN Coin,KNC,kingn-coin,0,null,inactive,,
1744,EMoneyPower,EMP,emoneypower,0,null,inactive,,
1745,Dinastycoin,DCY,dinastycoin,1,1069,active,,
1746,Leviar,XLC,leviar,0,null,inactive,,
1747,Onix,ONX,onix,1,1882,active,,
1748,Bitcoin Planet,BTPL,bitcoin-planet,0,null,untracked,,
1749,Tychocoin,TYCHO,tychocoin,0,null,inactive,,
1750,GXChain,GXC,gxchain,1,159,active,,
1751,ATC Coin,ATCC,atc-coin,1,1034,active,1027,0xddaaf4a0702a03a4505f2352a1aba001ffc344be
1752,Goodomy,GOOD,goodomy,0,null,untracked,1027,0xaE616e72D3d89e847f74E8ace41Ca68bbF56af79
1753,Antimatter,ANTX,antimatter,0,null,inactive,,
1754,Bitradio,BRO,bitradio,1,1644,active,,
1755,Flash,FLASH,flash,1,635,active,,
1756,Pirate Blocks,SKULL,pirate-blocks,0,null,inactive,,
1757,FunFair,FUN,funfair,1,192,active,1027,0x419d0d8bdd9af5e606ae2232ed285aff190e711b
1758,TenX,PAY,tenx,1,506,active,1027,0xb97048628db6b661d4c2aa833e95dbe1a905b280
1759,Status,SNT,status,1,99,active,1027,0x744d70fdbe2ba4cf95131626614a1763df805b9e
1760,ChanCoin,CHAN,chancoin,0,null,inactive,,
1761,GulfCoin,MGC,gulfcoin,0,null,inactive,,
1762,Ergo,ERG,ergo,1,552,active,,
1763,BriaCoin,BRIA,briacoin,1,2025,active,,
1764,PutinCoin,PUTIN,putincoin-putin,0,null,inactive,,
1765,EOS,EOS,eos,1,12,active,,
1766,Kayicoin,KAYI,kayicoin,0,null,inactive,,
1767,TurboCoin,TURBO,turbocoin,0,null,inactive,,
1768,AdEx,ADX,adx-net,1,349,active,1027,0x4470bb87d77b963a013db939be332f927f2b992e
1769,Denarius,D,denarius-d,1,1030,active,,
1770,Remicoin,RMC,remicoin,0,null,inactive,1027,0x7Dc4f41294697a7903C4027f6Ac528C5d14cd7eB
1771,DAOBet,BET,daobet,1,661,active,,
1772,Storj,STORJ,storj,1,149,active,1027,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac
1773,BnrtxCoin,BNX,bnrtxcoin,0,null,inactive,,
1774,SocialCoin,SOCC,socialcoin-socc,1,2096,active,,
1775,adToken,ADT,adtoken,1,1322,active,1027,0xd0d6d6c5fe4a677d343cc433536bb717bae167dd
1776,MCO,MCO,crypto-com,1,112,active,1027,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d
1777,CryptoPing,PING,cryptoping,1,1398,active,1274,Bi4w2UuGRt2jAJFfRb8b3SwDUV5x8krCzX2zZHcRfPNc
1778,Useless Ethereum Token,UET,useless-ethereum-token,0,null,inactive,1027,0x27f706edde3aD952EF647Dd67E24e38CD0803DD6
1779,Wagerr,WGR,wagerr,1,624,active,1839,WGR-D3D
1780,E4ROW,E4ROW,ether-for-the-rest-of-the-world,0,null,inactive,1027,0xce5c603c78d047ef43032e96b5b785324f753a4f
1781,Slevin,SLEVIN,slevin,0,null,inactive,,
1782,Ecobit,ECOB,ecobit,1,1174,active,873,ecobit
1783,UniversalRoyalCoin,UNRC,universalroyalcoin,0,null,inactive,,
1784,Polybius,PLBT,polybius,1,704,active,1027,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02
1785,Gas,GAS,gas,1,369,active,1376,602c79718b16e442de58778e148d0b1084e3b2dffd5de6b7b16cee7969282de7
1786,SunContract,SNC,suncontract,1,725,active,1027,0xF4134146AF2d511Dd5EA8cDB1C4AC88C57D60404
1787,Jetcoin,JET,jetcoin,1,1472,active,1027,0x8727c112c712c4a03371ac87a74dd6ab104af768
1788,Metal,MTL,metal,1,316,active,1027,0xF433089366899D83a9f26A773D59ec7eCF30355e
1789,Populous,PPT,populous,1,344,active,1027,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a
1790,WomenCoin,WOMEN,women,0,null,untracked,,
1791,ICO,ICO,ico,0,null,inactive,1027,0xa33e729bf4fdeb868b534e1f20523463d9c46bee
1792,Virta Unique Coin,VUC,virta-unique-coin,0,null,inactive,,
1793,Bitdeal,BDL,bitdeal,0,null,untracked,,
1794,NVO,NVST,nvo,0,null,inactive,132,
1795,Sphere Identity,XID,sphere-identity,0,null,inactive,1027,0xb110ec7b1dcb8fab8dedbf28f53bc63ea5bedd84
1796,Falcoin,FAL,falcoin,0,null,inactive,,
1797,DaxxCoin,DAXX,daxxcoin,0,null,inactive,,
1798,FuturXe,FXE,futurexe,0,null,inactive,1027,0x9653cfd0865ad8313bea2f0c2ec0584bfd05115b
1799,Rupee,RUP,rupee,1,1691,active,,
1800,FinCoin,FNC,fincoin,0,null,inactive,,
1801,Global Tour Coin,GTC,global-tour-coin,0,null,inactive,,
1802,Tradecoin,TRADE,tradecoin-v2,0,null,inactive,,
1803,PeepCoin,PCN,peepcoin,1,403,active,,
1804,OperaCoin,OCN,operacoin,0,null,inactive,,
1805,Sovereign Hero,HERO,sovereign-hero,0,null,inactive,463,HERO
1806,MantraCoin,MNC,mantracoin,0,null,inactive,,
1807,Santiment Network Token,SAN,santiment,1,476,active,1027,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098
1808,OMG Network,OMG,omg,1,52,active,1027,0xd26114cd6EE289AccF82350c8d8487fedB8A0C07
1809,TerraNova,TER,terranova,1,2820,active,,
1810,CVCoin,CVN,cvcoin,1,1317,active,463,CVN
1811,Nimiq Exchange Token,NET,nimiq-exchange-token,0,null,inactive,1027,0xcfb98637bcae43C13323EAa1731cED2B716962fD
1812,Rialto,XRL,rialto,0,null,inactive,1027,0xb24754be79281553dc1adc160ddf5cd9b74361a4
1813,FuckToken,FUCK,fucktoken,0,null,inactive,1027,0x65be44c747988fbf606207698c944df4442efe19
1814,Metrix Coin,MRX,metrix-coin,1,738,active,,
1815,Embers,MBRS,embers,0,null,inactive,1027,0x386467f1f3ddbe832448650418311a479eecfc57
1816,Civic,CVC,civic,1,319,active,1027,0x41e5560054824ea6b0732e656e3ad64e20e94e45
1817,Voyager Token,VGX,voyager-token,1,166,active,1027,0x5af2be193a6abca9c8817001f45744777db30756
1818,Bit20,BTWTY,bit20,0,null,inactive,463,BTWTY
1819,Starta,STA,starta,0,null,untracked,1274,
1820,Link Platform,LNK,link-platform,0,null,inactive,1027,0xe2e6d4be086c6938b53b22144855eef674281639
1821,DHG,DHG,dhg,0,null,inactive,,
1822,RSGPcoin,RSGP,rsgpcoin,0,null,inactive,,
1823,CoEval,COE,coeval,0,null,inactive,1274,7iuKMcC6TKnwipSMZFRTQNh5kwpEU2F8h8wB569qhekf
1824,BitCoal,COAL,bitcoal,1,2051,active,,
1825,LiteBitcoin,LBTC,litebitcoin,1,2044,active,,
1826,Particl,PART,particl,1,582,active,,
1827,Primulon,PRIMU,primulon,0,null,inactive,,
1828,SmartCash,SMART,smartcash,1,529,active,,
1829,DAS,DAS,das,0,null,inactive,,
1830,SkinCoin,SKIN,skincoin,1,1724,active,1027,0x2bdc0d42996017fce214b21607a515da41a9e0c5
1831,Bitcoin Cash,BCH,bitcoin-cash,1,6,active,,
1832,HarmonyCoin,HMC,harmonycoin-hmc,1,2133,active,,
1833,ToaCoin,TOA,toacoin,1,1092,active,,
1834,Pillar,PLR,pillar,1,614,active,1027,0xe3818504c1b32bf1557b16c238b2e01fd3149c17
1835,Royalties,XRY,royalties,0,null,inactive,,
1836,Signatum,SIGT,signatum,1,1987,active,,
1837,Coimatic 2.0,CTIC2,coimatic-2,0,null,inactive,,
1838,OracleChain,OCT,oraclechain,1,1116,active,463,OCT
1839,Binance Coin,BNB,binance-coin,1,10,active,,
1840,300 Token,300,300-token,0,null,inactive,1027,0xaec98a708810414878c3bcdf46aad31ded4a4557
1841,Primalbase Token,PBT,primalbase,1,1433,active,1274,EdDvbhk4wJ1kL6pMCq1V36GbQE2nGE7Metb87zbaY2JL
1842,CampusCoin,CC,campuscoin,0,null,inactive,,
1843,EmberCoin,EMB,embercoin,1,2949,active,,
1844,PeopleCoin,MEN,peoplecoin,0,null,inactive,,
1845,IXT,IXT,ixledger,1,1415,active,1027,0xfca47962d45adfdfd1ab2d972315db4ce7ccf094
1846,GeyserCoin,GSR,geysercoin,1,1899,active,,
1847,Mothership,MSP,mothership,0,null,inactive,1027,0x68aa3f232da9bdc2343465545794ef3eea5209bd
1848,Aseancoin,ASN,aseancoin,0,null,inactive,,
1849,Birds,BIRDS,birds,0,null,untracked,,
1850,Cream,CRM,cream,1,1789,active,,
1851,ERA,ERA,blakestar,0,null,untracked,,
1852,KekCoin,KEK,kekcoin,1,1568,active,,
1853,OAX,OAX,oax,1,411,active,1027,0x701c244b988a513c945973defa05de933b23fe1d
1854,Monkey,MNY,monkey,0,null,inactive,1274,2aN5sxTbjtoZziX9iCAyanrtDhCfNcPyRqdpnEHNppdN
1855,Compcoin,CMP,compcoin,0,null,inactive,,
1856,district0x,DNT,district0x,1,554,active,1027,0x0abdace70d3790235af448c88547603b945604ea
1857,FundYourselfNow,FYN,fundyourselfnow,0,null,inactive,1027,0x88FCFBc22C6d3dBaa25aF478C578978339BDe77a
1858,FiboCoins,FBC,fibocoins,0,null,inactive,,
1859,Fuda Energy,FEI,fuda-energy,0,null,inactive,,
1860,HBCoin,HBC,hbcoin,0,null,inactive,,
1861,Stox,STX,stox,1,1274,active,1027,0x006bea43baa3f7a6f765f14f10a1a1b08334ef45
1862,Etherx,ETX,etherx,0,null,inactive,1027,0x11025bAcDbF00e033880c95262bF501a62235F2E
1863,Minex,MINEX,minex,0,null,untracked,1274,59Yy7EgS27Bjure3r77NeamJrUmKR99pVFUgVxP7DYF8
1864,Blox,CDT,blox,1,549,active,1027,0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af
1865,Wink,WINK,wink,1,2950,active,,
1866,Bytom,BTM,bytom,1,82,active,,
1867,Centra,CTR,centra,0,null,inactive,1027,0x96a65609a7b84e8842732deb08f56c3e21ac6f8a
1868,IOU1,IOU,iou1,0,null,inactive,1274,3cFGoYfimorAAERf6pB7XS5X49ozH6vJBVcwpq3kQ5d6
1869,Mao Zedong,MAO,mao-zedong,0,null,inactive,,
1870,Rustbits,RUSTBITS,rustbits,0,null,inactive,132,
1871,First Bitcoin Capital,BITCF,first-bitcoin-capital,0,null,inactive,83,209
1872,NEVERDIE,NDC,neverdie,0,null,inactive,1027,0xa54ddc7b3cce7fc8b1e3fa0256d0db80d2c10970
1873,Blocktix,TIX,blocktix,1,1581,active,1027,0xea1f346faf023f974eb5adaf088bbcdf02d761f4
1874,Stakecoin,STCN,stakecoin-stcn,0,null,inactive,,
1875,Nexxus,NXX,nexxus,0,null,inactive,1027,0x7627de4b93263a6a7570b8dafa64bae812e5c394
1876,Dentacoin,DCN,dentacoin,1,765,active,1027,0x08d32b0da63e2c3bcf8019c9c5d849d7a9d791e6
1877,Rupaya,RUPX,rupaya,1,1990,active,,
1878,Shadow Token,SHDW,shadow-token,1,1329,active,1274,ETLzrCpBqTrpyuMGdiVLBPZnUoKwte88oVdJjoFi5R2h
1879,AppleCoin,APW,applecoin-apw,0,null,inactive,,
1880,InfChain,INF,infchain,0,null,inactive,,
1881,DeepOnion,ONION,deeponion,1,935,active,,
1882,BlockCAT,CAT,blockcat,1,1740,active,1027,0x56ba2ee7890461f463f7be02aac3099f6d5811a8
1883,Adshares,ADS,adshares,1,929,active,,
1884,DigitalDevelopersFund,DDF,digital-developers-fund,0,null,inactive,1027,0xcc4ef9eeaf656ac1a2ab886743e98e97e090ed38
1885,BitAsean,BAS,bitasean,0,null,inactive,1027,0x2a05d22db079bc40c2f77a1d1ff703a56e631cc1
1886,Dent,DENT,dent,1,310,active,1027,0x3597bfd533a99c9aa083587b074434e61eb0a258
1887,Monster Byte,MBI,monster-byte,0,null,inactive,1274,CJpRwfpBcFyA6p3g1fb7xuiArSQ7xLkNH8SD9AB4HeD9
1888,InvestFeed,IFT,investfeed,1,1711,active,1027,0x7654915a1b82d6d2d0afc37c52af556ea8983c7e
1889,CoinonatX,XCXT,coinonatx,0,null,untracked,,
1890,Etheriya,RIYA,etheriya,0,null,untracked,1027,0x0b1724cc9fda0186911ef6a75949e9c0d3f0f2f3
1891,Sojourn,SOJ,sojourn,0,null,inactive,,
1892,Timereum,TME,timereum,0,null,inactive,,
1893,Excelcoin,EXL,excelcoin,0,null,inactive,,
1894,The ChampCoin,TCC,the-champcoin,1,1349,active,,
1895,Health Care Chain,HCC,health-care-chain,0,null,inactive,,
1896,0x,ZRX,0x,1,43,active,1027,0xe41d2489571d322189246dafa5ebde1f4699f498
1897,Bolenum,BLN,bolenum,0,null,untracked,1027,0x0C658Fa2eAA292E8dcA085Dab0E5CBD2da21C494
1898,Smoke,SMOKE,smoke,0,null,inactive,,
1899,YOYOW,YOYOW,yoyow,1,632,active,,
1900,Growers International,GRWI,growers-international,0,null,inactive,,
1901,Krypstal,KRS,krypstal,0,null,inactive,,
1902,MyBit,MYB,mybit,1,1075,active,1027,0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc
1903,HyperCash,HC,hypercash,1,133,active,,
1904,Vechain [Token],VEN,vechainold,0,null,inactive,1027,
1905,TrueFlip,TFL,trueflip,1,870,active,1027,0xa7f976c360ebbed4465c2855684d1aae5271efa9
1906,Frazcoin,FRAZ,frazcoin,0,null,inactive,,
1907,XTD Coin,XTD,xtd-coin,0,null,inactive,,
1908,Nebulas,NAS,nebulas-token,1,294,active,,
1909,Dochain,DOC,dochain,0,null,inactive,1027,0x450bbc727100d806797cd617c88d1319563f8416
1910,ATMCoin,ATMC,atmcoin,0,null,inactive,,
1911,ElectionChain,ELC,electionchain,0,null,inactive,,
1912,Dalecoin,DALC,dalecoin,1,2004,active,1027,0x07d9e49ea402194bf48a8276dafb16e4ed633317
1913,IronCoin,PRN,ironcoin,0,null,inactive,,
1914,OX Fina,OX,ox-fina,0,null,inactive,1027,0x65a15014964f2102ff58647e16a16a6b9e14bcf6
1915,AdCoin,ACC,adcoin,0,null,untracked,,
1916,BiblePay,BBP,biblepay,1,1263,active,,
1917,bitqy,BQ,bitqy,0,null,untracked,1027,0xf0f8b0b8dbb1124261fc8d778e2287e3fd2cf4f5
1918,Achain,ACT,achain,1,525,active,,
1919,Inchain,INS,inchain,0,null,inactive,,
1920,NamoCoin,NAMO,namocoin,0,null,inactive,,
1921,SIGMAcoin,SIGMA,sigmacoin,0,null,untracked,,
1922,Monoeci,XMCC,monacocoin,0,null,untracked,,
1923,Tierion,TNT,tierion,1,528,active,1027,0x08f5a9235b08173b7569f83645d2c7fb55e8ccd8
1924,Aureus,AURS,aureus,0,null,inactive,,
1925,Waltonchain,WTC,waltonchain,1,178,active,1027,0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74
1926,BROTHER,BRAT,brat,1,2097,active,1027,0x9e77d5a1251b6f7d456722a6eac6d2d5980bd891
1927,Ulatech,ULA,ulatech,0,null,inactive,,
1928,EOT,EOT,eot,0,null,inactive,,
1929,BITFID,FID,bitfid,0,null,inactive,,
1930,Primas,PST,primas,1,992,active,1027,0x5d4abc77b8405ad177d8ac6682d584ecbfd46cec
1931,Opus,OPT,opus,1,1436,active,1027,0x4355fc160f74328f9b383df2ec589bb3dfd82ba0
1932,UG Token,UGT,ug-token,0,null,inactive,1027,0x43ee79e379e7b78d871100ed696e803e7893b644
1933,Suretly,SUR,suretly,1,1694,active,1027,0xe120c1ecbfdfea7f0a8f0ee30063491e8c26fedf
1934,Loopring,LRC,loopring,1,61,active,1027,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd
1935,LiteCoin Ultra,LTCU,litecoin-ultra,1,2086,active,,
1936,LLToken,LLT,lltoken,0,null,inactive,1027,0x6d5cac36c1ae39f41d52393b7a425d0a610ad9f2
1937,Po.et,POE,poet,1,536,active,1027,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195
1938,Fujinto,NTO,fujinto,0,null,inactive,1027,0x8a99ed8a1b204903ee46e733f2c1286f6d20b177
1939,Blockchain Index,BLX,blockchain-index,0,null,inactive,1027,0xe5a7c12972f3bbfe70ed29521c8949b8af6a0970
1940,Giga Watt Token,WTT,giga-watt-token,0,null,inactive,1027,0x84119cb33e8f590d75c2d6ea4e6b0741a7494eda
1941,Reitschain,RTS,reitschain,0,null,inactive,,
1942,StarCredits,STRC,starcredits,0,null,inactive,1027,0x46492473755e8df960f8034877f61732d718ce96
1943,Kronecoin,KRONE,kronecoin,0,null,inactive,,
1944,Moving Cloud Coin,MCC,moving-cloud-coin,1,2951,active,,
1945,Cyder,CYDER,cyder,0,null,inactive,,
1946,Masternodecoin,MTNC,masternodecoin,0,null,inactive,,
1947,Monetha,MTH,monetha,1,724,active,1027,0xaf4dce16da2877f8c9e00544c93b62ac40631f16
1948,Aventus,AVT,aventus,1,886,active,1027,0x0d88ed6e74bbfd96b831231638b66c05571e824f
1949,Agrello,DLT,agrello-delta,1,664,active,1027,0x07e3c70653548b04f0a75970c1f81b4cbbfb606f
1950,Hiveterminal Token,HVN,hiveterminal-token,1,798,active,1027,0xC0Eb85285d83217CD7c891702bcbC0FC401E2D9D
1951,Vsync,VSX,vsync-vsx,0,null,untracked,,
1952,Magnetcoin,MAGN,magnetcoin,0,null,inactive,,
1953,Facecoin,FC,facecoin,0,null,inactive,1027,0xe6923e9b56db1eed1c9f430ea761da7565e260fe
1954,Moeda Loyalty Points,MDA,moeda-loyalty-points,1,514,active,1027,0x51db5ad35c671a87207d88fc11d593ac0c8415bd
1955,Neblio,NEBL,neblio,1,497,active,,
1956,VIVO,VIVO,vivo,0,null,untracked,,
1957,WalletBuildersCoin,WBC,wallet-builders-coin,0,null,inactive,,
1958,TRON,TRX,tron,1,15,active,,
1959,Oceanlab,OCL,oceanlab,0,null,untracked,1274,
1960,NeuroDAO,NDAO,neurodao,0,null,inactive,1027,0xcc97ebb7c5a7d97db32fb23a23fe516575c5e10a
1961,imbrex,REX,imbrex,1,1357,active,1027,0xf05a9382a4c3f29e2784502754293d88b835109c
1962,BUZZCoin,BUZZ,buzzcoin,1,1461,active,,
1963,Credo,CREDO,credo,1,589,active,1027,0x4e0603e2a27a30480e5e3a4fe548e29ef12f64be
1964,DROXNE,DRXNE,droxne,0,null,inactive,,
1965,Bowhead,AHT,bowhead,0,null,inactive,1274,HfFHZaPzGMSdHvaaZ7S8mrZrPWEyGzfA6VDuSRzb8uY6
1966,Decentraland,MANA,decentraland,1,87,active,1027,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
1967,Indorse Token,IND,indorse-token,1,1455,active,1027,0xf8e386eda857484f5a12e4b5daa9984e06e73705
1968,XPA,XPA,xpa,1,1414,active,1027,0x90528aeb3a2b736b780fd1b6c478bb7e1d643170
1969,Sociall,SCL,sociall,1,1257,active,1027,0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8
1970,ATBCoin,ATB,atbcoin,1,1773,active,,
1971,iQuant,IQT,iquant,0,null,untracked,1027,0x51ee82641ac238bde34b9859f98f5f311d6e4954
1972,MorningStar,MRNG,morningstar-payments,0,null,inactive,,
1973,Ethereum Dark,ETHD,ethereum-dark,0,null,inactive,,
1974,Propy,PRO,propy,1,483,active,1027,0x226bb599a12c826476e3a771454697ea52e9e220
1975,Chainlink,LINK,chainlink,1,5,active,1027,0x514910771af9ca656af840dff83e8264ecf986ca
1976,Blackmoon,BMC,blackmoon,1,883,active,1027,0xdf6ef343350780bf8c3410bf062e0c015b1dd671
1977,KexCoin,KEXCOIN,kexcoin,0,null,inactive,463,
1978,DFSCoin,DFS,dfscoin,0,null,inactive,,
1979,Wi Coin,WIC,wi-coin,0,null,inactive,1027,0x5e4abe6419650ca839ce5bb7db422b881a6064bb
1980,Elixir,ELIX,elixir,0,null,untracked,1027,0xc8c6a31a4a806d3710a7b38b7b296d2fabccdba8
